Community,Distance centre,Distance shop
嘉利坊,9.63916582,4.067620751
嘉尚坊,12.78199093,7.138025507
三元及地苑,10.42547133,4.786694429
嘉宝都市港湾,11.37014241,5.415099164
家旺新苑,9.758021853,3.868649343
金沙丽晶苑,11.13595299,5.172591556
金沙嘉苑,11.85377402,5.894069203
振鑫花苑,10.31936272,4.483795116
金元坊,9.812340502,3.967922927
丰庄二村,10.71059572,4.779804042
绿地新丰苑,11.54189159,5.594431738
嘉和坊,10.26592132,4.57884378
汇丰佳苑,10.93248258,5.043261101
逸香园,10.84865848,5.177745921
嘉秀新苑,10.70500224,5.005716521
安盛苑,9.925161047,4.44879434
嘉泰花园公寓,10.00854367,4.136017803
嘉乐之春,11.38196417,5.387424905
泰宸新苑,10.84174074,4.860448421
泰宸景苑,9.63565401,3.817368046
嘉秀坊,1.926110342,1.025890866
嘉美坊,9.90610447,4.306988291
真南小区,9.937254202,4.103979173
梅川雅苑,9.817312366,3.994273284
小金元,9.801995763,3.939964304
住嘉佳园,11.69976173,5.804982745
东珠苑,11.10283269,5.411042832
真建七街坊,9.70784266,4.261895
金鼎香樟苑(东区),11.19126783,5.550593457
嘉福坊,10.59955559,4.943592897
嘉德坊,9.643135875,3.990033895
中环财富杰座,10.02196711,4.206309203
华轩大厦,10.4446053,4.690492566
轻纺公寓,10.37911707,4.646329699
南苑七村,26.2128711,21.42467723
桃园小区(嘉定),28.04972575,23.47534434
塔城路800弄,27.67424501,22.84281279
李园二村,27.793495,23.33300146
南苑五村,26.3677937,21.60181553
南苑四村,26.65530519,21.8606281
清水颐园,27.3290977,22.46185756
梅园新村(嘉定),28.11802592,23.51150857
南苑八村,26.66915206,21.84710571
南苑二村,26.76475998,22.01088653
南苑九村,26.44388178,21.60336291
南苑十村,26.3061562,21.48665919
民乐社区南苑六村,26.3061562,21.48665919
李园一村,27.51927537,23.08271502
塔城路850弄,27.67424501,22.84281279
浦发香舍(公寓),26.84373119,21.96305727
嘉丰佳苑,27.73737311,22.87493588
南苑一村,26.65118687,21.93004047
博乐公寓,27.58038925,23.08131412
南苑三村,26.55185127,21.78817531
叶城二街坊,27.04219175,22.16056427
北大街280弄,28.14008384,23.62479498
浦发香舍(别墅),26.84373119,21.96305727
嘉钟花苑,27.81180051,23.31450333
温宿路51号,27.86724579,23.30620455
铂悦818,26.02559045,21.23008718
嘉福汇,0.206880041,1.311532513
好世皇马苑,21.2422691,16.00612714
中信泰富又一城,23.88331569,18.62609885
阳光城新界,24.79790174,19.84989977
绿地颐景嘉园,23.31032515,18.03153716
佳兆业壹号,21.74982148,16.5160192
盘古嘉德,26.21519624,21.08345083
好世商业广场,21.41193843,16.19066521
东方豪园(公寓),22.09721843,17.04421992
保利星海屿筑,24.94868236,19.98078005
新城金郡,25.74590812,20.59496003
安高东方御府,21.02174829,15.83089824
保利天鹅语,26.13040604,21.04023091
龙湖郦城,23.54634126,18.25037563
嘉宝紫提湾(公寓),21.78662016,16.82113785
阳光里(嘉定),3.201998931,2.494534195
保利家园,24.70567731,19.81934046
常发豪庭国际,24.32552398,19.04519734
金地世家,23.09734547,17.83280014
臻品嘉园(公寓),23.11173022,17.9115881
恒大御景湾,20.82677077,15.61318435
龙湖蔚澜香醍,25.12340517,20.04820326
保利湖畔阳光苑,22.2380593,17.2378147
铂金府,0.206880041,1.311532513
盘古天地,24.92641785,19.73999577
远香舫新苑,25.13127688,20.28556187
马陆清水湾,21.31340393,16.40719092
绿地秋霞坊(公寓),23.32246758,18.08270311
白银时代(三期),25.3795337,20.24672699
上实海上荟(公寓),22.25002296,17.34894262
领峰华庭,24.01535452,18.84241825
荷花新村,35.78322611,31.28070339
枫树林景苑,22.53510357,17.4334641
嘉宝梦之缘景庭,24.71942403,19.51535086
马陆街141号,21.396892,16.43761904
骏丰玲珑坊,21.55893696,16.31045102
旭辉华庭,25.46374922,20.37338433
新城香溢璟庭(一期),25.58959809,20.60883145
上实海上公元,25.91760583,20.52370725
新城香溢璟庭(二期),25.53781331,20.56903254
新城香溢澜庭,25.70525638,20.63798741
臻品嘉园(别墅),23.11173022,17.9115881
保利家园(别墅),24.70567731,19.81934046
龙湖蓝湖郡(别墅),23.688747,18.35747486
创融嘉天地(商业类),24.49266612,19.40250933
保利天鹅语(别墅),26.13040604,21.04023091
东方豪园(别墅),22.09721843,17.04421992
上实海上荟(别墅),22.25002296,17.34894262
合景理想家,23.88502751,18.72825388
绿地秋霞坊(别墅),23.32246758,18.08270311
左岸香堤(商业类),5.554056564,3.446211117
合景峰汇(嘉定),0.937851953,0.694002132
尚品,18.98910062,15.34353426
光明D9空间,1203.7311,1198.230863
崇文路1851弄,21.6480776,16.35687509
晶鼎大厦,24.55627246,19.63885406
嘉宝紫提湾(别墅),21.78662016,16.82113785
崇文路1855号,21.6480776,16.35687509
汇豪新天地,24.48253435,19.58968534
东方豪园,22.09721843,17.04421992
宝龙城市广场(嘉定),17.38581041,13.62690126
明发嘉定中心,24.23147289,19.44906793
绿地卡米公社,23.43638609,18.17273042
金元大厦,24.57515459,19.56139652
深城投十一街区,0.206880041,1.311532513
上影广场二期(商业类),25.35402048,20.38559261
金鹤新城城杰苑,16.03370692,10.03982642
富友嘉园,14.98821821,9.148654851
中星海上名豪苑(四期),14.25289888,8.588483489
缘圆宝邸,15.0605472,9.055568706
万达城市公寓,14.45302654,8.437912053
绿地新江桥城,15.65347279,9.637695034
水岸金桥苑,40.68691868,39.40464437
嘉城新航域,12.54453474,6.952866481
澜茵华庭,15.04865216,9.036785919
中房公寓,16.00787309,10.00368141
江桥三村七街坊,13.4748825,7.588091047
江桥一村,12.85475072,7.074959561
大宅风范城,14.34845491,8.353305162
申江花苑,13.23565217,7.405200894
宁兴上尚湾,14.01772195,8.327328835
江桥二村,12.59442121,6.763374061
中星海上名豪苑(三期),14.43351401,8.699167377
中星海兰苑,13.80579473,8.09572896
泰辰复兴苑,1.947761009,0.284636296
华江景城,13.46633648,7.806224734
水岸秀苑,15.94037494,9.927795605
金沙鼎苑,16.12338314,10.13752116
金霞苑,15.17375709,9.183562515
爱德佳苑(一期),15.33831968,9.326663463
金鹤新城双佳翠庭,15.58491938,9.602526836
江桥三村,13.46860939,7.585227761
爱德佳苑(二期),15.33831968,9.326663463
丽江佳苑,13.7825516,8.161057444
锦华茗园,13.91947399,8.016552303
中星海上名豪苑(一期),14.43723473,8.704658669
爱德佳苑(三期),15.69002438,9.678936506
中虹华苑,4.250671532,3.345071643
嘉城雅颂湾,13.12780671,7.544790103
嘉城香馥湾,12.48918468,6.828337
天际蓝桥,13.23586757,7.444684577
汇丰沁苑,14.36826924,8.487341389
丰盛雅苑,13.65282887,7.675067641
嘉旺苑,14.65390366,8.764078161
盐湖新居,15.02366375,9.214993076
泰辰沙河茗苑,14.62563167,8.610185435
江桥三村五街坊,13.58784719,7.73144321
家旺景苑,13.40076484,7.50098857
华江一村,13.37115604,7.672736553
恒嘉花园,12.16141357,6.50638557
龙湖天璞雅筑,15.05120889,9.386128123
婉江新苑,13.68046709,7.820895249
华江路6号,14.24861709,8.247278136
加州花园,13.77900838,7.790258344
中星海上名豪苑(二期),14.34454136,8.648082198
万达广场(嘉定),0.206880041,1.311532513
MAX未来,0.206880041,1.311532513
香馥湾酒店式公寓,4.985152057,3.685171179
上海电子商城,13.77265461,7.950416219
曹安公路2089弄,12.58180789,6.802761381
江桥老街生活大院,13.00595474,7.171613829
永和生活广场,13.62107993,7.726510931
YOHO街区,13.93072689,8.270642537
江桥佳苑,13.092231,7.234184858
新城枫景,27.71740633,23.43807336
万科金色领域,29.76538788,24.90109363
合景叠翠峰苑,29.34799092,24.4911665
新城悠活城,28.69110447,23.84898394
旭辉锦庭,27.54872409,23.46209854
嘉康坊,28.106821,23.73235332
宝菊新家园,29.48287452,24.69450935
嘉宝梦之湾(公寓),29.0638759,24.24587621
嘉富小区,27.8082157,23.44498516
大成名庭三期,27.91013915,23.76412451
万科悦城,29.65072054,24.81698978
保利海上五月花(公寓),28.5003971,24.26354836
宝菊清水园,28.54325796,23.6421504
日月光伯爵天地,28.66780689,24.08044578
嘉邦小区,27.958522,23.55540567
竹园小区(嘉定),28.1050822,23.32146973
大成名庭,27.91013915,23.76412451
竹园公寓,18.4695615,16.23365953
嘉宁坊,27.93576038,23.61533161
步阳御江金都,28.66679269,24.24397264
练祁佳苑,28.0106402,23.14352362
绿地天呈,29.1304348,24.6354484
禹洲老城里,28.2003374,23.78482922
嘉宝梦之湾(别墅),29.0638759,24.24587621
柳梁路55弄,28.59606198,23.74523252
日月光伯爵公馆,28.75592414,24.16254782
德华四村,17.60323558,12.27791319
同济融景雅苑,16.15038116,10.68592825
德华二村,17.36479578,12.0067753
绿地清猗园(威廉公馆),16.58491883,11.37306269
翔和雅苑,19.09704494,13.90956566
华润中央公园(浩翔路99弄)(公寓),18.21248887,13.28761257
上隽嘉苑(公寓),4.268068973,3.588909001
金地格林世界(格林公馆),16.40220597,11.27099034
森林公馆,17.60072793,12.57935944
华润中央公园(芳礼路99弄)(公寓),17.73480268,12.74063897
德华一村,17.06307977,11.76119306
中冶翔腾,16.30220768,11.08755325
金地格林世界(圣莫尼卡),17.01368618,12.00687463
华润中央公园(浩翔路505弄),18.04085407,12.95512622
华润中央公园(浩翔路98弄),18.03110593,13.07993105
嘉宝小区,17.17609948,11.88712102
好世凤翔苑,15.76001741,10.33673554
宏立瑞园,17.03673961,12.12048632
湖畔天下,18.58847803,13.50543768
华润中央公园(浩翔路508弄),17.99414028,13.06898101
三湘森林海尚(嘉定),16.64549032,11.69179083
路劲翡丽湾(公寓),17.65234183,12.83328014
中建溪岸澜庭,18.77732943,13.57231342
华润中央公园(陈翔公路1588弄),17.99414028,13.06898101
德华路226弄,16.92642094,11.63816246
金地格林世界(高尔夫公馆),17.1918929,12.18544064
通用国际,16.1151736,10.57495108
季景铭郡,15.96350624,10.47453269
朗诗绿色街区,17.54404758,12.64317247
银翔新村,16.43165024,10.98916663
祥源福邸,15.99285369,10.58823532
虹翔公寓,17.89731624,12.57568975
金地格林世界白金院邸(公寓),17.64076008,12.51157101
民东公寓,16.7878685,11.45096675
骏丰嘉峰汇,16.33085532,10.96041567
永翔佳苑,15.54218172,10.29851208
德华路331号,17.03905278,11.7123059
新城公馆,16.75728025,11.72651417
民主东街180号,16.90633066,11.55695221
嘉宝新园,17.2446625,11.97031482
绿洲古猗新苑(二期),16.60143614,11.14279408
德华三村,17.48032223,12.1075527
金地格林世界(城市公馆),17.27614701,12.29651879
德华路311号,17.02642162,11.70301904
古猗园路41号,16.50412954,11.05751513
民主东街170弄,16.88378387,11.53987981
德华路301号,17.01016841,11.69116856
金地格林世界(卢尔公寓),16.52941443,11.41522234
金地格林世界(圣琼斯湾),17.15266892,12.07885347
湖畔天下(别墅),18.58847803,13.50543768
上隽嘉苑(别墅),17.84315906,12.969348
金地格林世界(布鲁斯郡),17.34198801,12.19154745
金地格林世界(白金果岭),17.36407141,12.33863685
金地格林世界白金院邸(别墅),17.457092,12.36964106
金地格林世界(安布瓦湖),16.89106995,11.80883947
路劲翡丽湾(别墅),17.65234183,12.83328014
宝华栎庭,15.92614423,10.87332588
民主街13号,16.97788275,11.6082778
华润中央公园(芳礼路99弄)(别墅),17.73480268,12.74063897
金地格林世界(元墅),17.87590281,12.76368233
金地格林世界(柯玛仕庄园),16.91477794,11.75760713
世盟壹天地,16.26103513,10.93610884
旭辉U天地(商业类),16.35411481,11.33651463
海伦堡爱ME城市,14.74149336,9.313773211
菁英尚都,15.83266771,10.472905
万城银座,15.26898049,9.843501468
华润中央公园(浩翔路99弄)(别墅),18.21248887,13.28761257
中冶祥腾城市广场,16.30220768,11.08755325
湖畔天下(商业类),18.58847803,13.50543768
新华悦都,14.85368841,9.429301131
自在璞境,16.49328302,10.96468936
博威禧福汇,15.9503526,10.56934974
民主街6号,16.93068928,11.56539059
智翔路8号,17.889415,12.9024921
连飞虹湖天地,15.48125449,9.979791437
金地格林世界格林公馆(酒店式公寓),16.54290826,11.49574796
南塘浜路93弄,2.993177658,1.326550111
南园小区,33.95987141,28.45315423
斜土新村,3.547160642,1.896933281
华业公寓,3.09571238,1.441586167
大同花园南区,2.917655151,1.255359822
瞿西新村,3.785073388,2.129377919
打浦路500弄,3.867166197,2.201421091
大同花园北区,2.729969106,1.070724264
康瞿小区,0.206880041,1.311532513
绿洲仕格维花园,3.097380763,1.452057868
打浦路470弄,3.820446254,2.15494046
南园新村,3.725615791,2.058012406
名盛苑,3.680536754,2.033244437
瑞南新苑,3.489187565,1.860180236
思南新苑,2.544604067,0.941021839
海华花园,3.02836173,1.418167044
郁金香花苑,3.399401846,1.760456984
打浦路303弄,3.477258678,1.812729527
打浦路339弄,3.48039751,1.819212236
建国大厦,2.345994985,0.72233164
海悦花园,3.269041024,1.601435605
振颖苑,2.500477052,0.866174033
中山南一路1043弄,3.660780476,2.1880683
建国中路137弄,2.525069585,0.989553213
五岭小区,3.47722382,1.810838111
南塘浜路113-121号,3.059297605,1.395213695
徐家汇路398号,2.470780456,0.809279807
复兴南苑,3.64085986,1.984398951
裕兴大厦(公寓),3.790245829,2.1425589
原水小区(卢湾),2.583809173,0.996315644
帝庭,2.667673139,1.020403791
瑞金二路410弄,2.839166904,1.301393382
南塘公寓,28.97520941,24.58287104
江南造船大厦(公寓),3.688730688,2.024789628
卢湾教师公寓,3.337136177,1.676761022
长春苑,3.166725468,1.510340608
徐家汇路454弄,2.649556532,1.039776155
瞿溪路1032弄,3.596133684,1.929977246
明德坊,3.249829248,1.583464185
鲁班路562弄,3.604425848,1.940454938
打浦路210弄,3.395891603,1.744505075
瞿中小区,3.555206115,1.89017387
联兴大厦,3.16853073,1.715730918
东晖花苑,3.731628587,2.069039904
德玛公寓,3.238333475,1.764013291
瑞金花园,2.936147602,1.453148018
汇丽小区,2.591608808,0.965696012
斜土路734弄,3.267052637,1.606421025
天天花园,2.648129452,1.017645168
丽园路1032弄,2.848338014,1.203325915
莱兴公寓,3.287378704,1.629464101
双钱公寓,2.746922374,1.144761269
海丽花园,3.133720875,1.504730094
瑞金二路225弄,2.700864408,1.189386887
瑞金二路258号,2.707047809,1.221181286
锦城公寓(黄浦),3.199701103,1.561415489
建国中路139号,2.526930914,0.994111884
日月光中心伯爵居,2.811083145,1.259993344
天歌大厦,3.910729719,2.247028896
思南路115弄,2.564702039,0.946333026
瑞金南路63弄,3.133666412,1.52059244
富源公寓,2.726869875,1.113159852
步高苑,3.044519073,1.633032263
泰康路21号,2.61930841,1.00547535
天成里,2.663131618,1.0945505
海兴广场,3.044776345,1.463838551
斯格威铂尔曼大酒店,3.00084906,1.35349067
明日星城,2.57339647,1.849291579
阳光翠竹苑,2.945826015,2.240753921
浩城华苑,2.623000265,2.007344811
长峰馨园,3.06053531,2.369994757
阳光里(黄浦),3.201998931,2.494534195
外滩公馆,3.381913774,2.690721404
金南新苑,3.138012363,2.393405306
申升公寓,2.369351737,1.686606722
中恒公寓,2.476917555,2.152326004
黄家小区,2.650326995,2.097144367
南花苑,2.538905303,1.98996024
秀水苑(黄浦),0.880461315,0.725877923
陆家浜路413弄,3.082813846,2.31090741
薛家浜路242弄,3.405846284,2.644569212
阳光公寓(黄浦),3.233363977,2.485807634
瑞雪大楼,2.777169839,1.405667277
金鹿大楼,1.0563015,1.020725714
兰馨公寓(卢湾),1.237169973,0.751033466
茂名大楼,0.206880041,1.311532513
淮海中路899弄,2.102533754,1.411610545
凯德茂名公馆,1.660749277,1.482264779
瑞金二路48弄,1.956155383,1.02303651
思南公馆,1.900703608,0.576526849
茂名坊,2.154689684,1.19786659
鑫兴大厦,1.282789269,1.137277991
陕西南路271弄,2.895412655,1.551682908
雁荡大厦,1.488496784,0.572608557
延安中路527号,1.66900955,1.647855781
陕西南路271弄23支弄,2.820236443,1.472291373
瑞金二路24号,1.837444873,1.115150617
人民坊,1.889820238,1.19846407
五金新邨,1.939695875,1.092099659
钟和公寓,2.149411527,1.28371847
康绥公寓,1.225732972,0.817238091
南昌花苑,1.814793883,0.950677555
渔阳里,1.400390376,0.823814553
南昌路151弄,2.021589874,1.184334498
巨鹿路360号,1.970050776,1.824382342
建国西路158弄,2.880316749,1.474963442
长乐路386弄,1.704602216,1.410896208
长乐路434弄,1.948574968,1.636833894
淮海中路611号,1.460470848,0.88494282
淮海中路542号,1.291562911,0.839512186
建国西路46号,2.651999562,1.180505448
永嘉第一小区,2.122729792,1.586676902
建国西路44号,2.654100813,1.180614352
长乐路169弄,1.717605269,1.384997192
瑞金二路200弄,2.617095697,1.156091212
卜邻公寓,1.637995938,1.198357124
绍兴路52号,2.586717164,1.230337534
南昌路260号,1.866512718,1.109376165
富丽华大厦,1.838215202,1.167505683
巨鹿路425弄,2.029916321,1.839274016
思南路26弄,1.652024074,0.954436091
紫勋雍邸,1.33132423,1.151267613
绍兴路80号,2.709517358,1.382418968
南昌路24弄,1.365950656,0.526621269
明德里,1.880341671,1.832435205
曲园,0.206880041,1.311532513
南昌路272弄,1.892435426,1.153717226
南昌路166弄,1.602790784,0.829319346
元昌里,1.39434646,0.707430642
永嘉路21弄,2.478830511,1.18798345
兴安路96弄,1.199091708,0.709730299
兴安路141弄,1.203611248,0.685508053
进贤路224号,20.96974724,18.67671063
香山路1弄,1.766558657,0.646152044
皋兰路25弄,1.889767656,0.947145652
兴安路139号,1.207545061,0.685515896
建国中路26号,2.501041793,0.99992533
培文公寓,1.145862627,0.736420031
茂名大厦,2.537214534,1.264590558
重庆南路2号,1.147031613,0.718106876
绍兴路33-35号,2.761349464,1.428159822
城市一品苑,1.977898783,1.879661335
南三小区,1.726859068,0.98616106
香山丽舍(别墅),1.993854539,0.932786699
瑞金二路198弄,2.590513652,1.136765832
永嘉路39弄,2.593836858,1.330088758
华润外滩九里,2.945021916,2.131262368
滨江名人苑,2.307742113,1.5995481
上海滩花园,5.502846126,2.917194326
绿地名人坊,2.568132978,2.184022719
绿城黄浦湾,3.114718995,2.272693794
悦来小区,2.567660636,2.009494755
海琪园,2.912689156,1.985470793
金外滩花园,2.625089627,1.73246237
通达大厦,2.634435773,2.146595628
申江新苑,2.777269732,2.028369149
福鑫大楼,2.717255929,2.05637977
浦江公馆,2.462934722,1.767366592
共和园小区,2.394877375,1.696098701
斜桥公寓,2.252370159,0.851333721
开元坊,2.153590095,0.994836878
老西门新苑,1.819949338,0.762440453
金色黄浦,0.880461315,0.725877923
沧海苑,2.140138609,1.404687558
兴林公寓,2.325086603,1.283297867
黄浦众鑫城,1.463860897,0.896843444
复兴珑御,1.801235847,0.933102893
公馆77,2.071351293,0.716117981
大林路43弄,2.24235155,1.171919958
南文大厦,1.909655928,0.981831916
中华东波小区,2.303388992,1.488151863
幸运福邸,2.23504335,1.110985263
北方公寓,1.733102386,0.559605098
惠德公寓,2.145606901,1.23009772
明华大厦,2.198763944,0.881291549
南吉公寓,2.115460695,1.066030986
唐城公寓,2.065588864,1.36975407
桃源新村,0.874349167,1.196163356
沙家街小区,2.30828786,1.196994481
永宁街48-66号,2.147438494,1.301199534
陆家浜大楼,2.328291569,1.106766669
林荫大楼,2.348293771,1.165840597
牌楼路31弄,2.175238812,1.10756701
永惠大厦,1.961858653,0.960547513
牌楼小区,2.110707694,1.13441085
牌楼路23-29号,2.13635953,1.079552034
牌楼路41弄,2.219393558,1.156504006
中华坊小区,1.946435783,1.14172944
惠达大厦,1.838176387,0.84482238
蓬莱大厦,2.275439731,1.408213481
陆兴小区,2.517344299,1.587201063
新世纪大厦,2.434328564,1.395207184
建新公寓,1.945094357,0.84869296
中福城,0.360642392,0.746130689
河畔明珠,1.086662737,0.920742703
怡水豪庭,1.082139293,0.969995594
天赐公寓,0.708903346,0.652462257
中福大厦,0.431203302,0.683334058
西凌新邨,3.106319977,1.638883733
黄浦逸城,2.458988215,1.328306362
中福花苑,3.182192642,2.348408592
华浩苑,2.796690789,1.371696219
国货路374-378号,2.967767513,1.85553032
黄浦新苑(公寓),2.497868503,1.122376901
陆家浜路1382弄,2.415052048,1.022890368
东方苑,2.527847788,1.390342946
东元坊,3.199904228,2.134585351
新中苑,3.252962029,1.898007778
绿地海珀黄浦,0.880461315,0.725877923
黄浦丽园,2.659689959,1.265190678
明珠家园(黄浦),0.880461315,0.725877923
海潮公寓,3.017492139,2.127160637
豫景公寓,3.066893876,1.879731292
恒升大厦,2.335359581,0.907502261
南陆大厦,2.365271296,1.039245538
金日世家,2.803275152,1.939702952
银南大厦,2.40507804,1.145621019
豫欣公寓,2.964134383,1.529781112
海潮新村,3.116315355,2.184135169
北方花苑,3.152512734,1.866224145
丽园公寓,2.567248697,1.326401947
海洲丽园,2.647891762,1.472115203
中福浦江汇,3.227352081,2.327476224
黄浦华庭,3.036726139,1.792710294
南浦公寓,3.173672463,2.26903346
普育东路24-36号,2.948262102,2.067810347
海洲国际华园,2.921375074,1.873072218
雅士公寓,3.247695406,2.246883718
百花公寓,2.970624917,1.690113151
车站支路30-40号,3.089823634,1.980173402
南车站路192弄,2.820422971,1.668990729
海南西弄,3.020697347,2.147385487
华府天地睿园,2.948432973,1.751727128
富南大厦,2.5573435,1.523115879
东物公寓,3.113516774,2.078965914
天柱山路17弄,2.791770977,1.837014378
制造局路507-529号,3.125032985,1.625345481
车站东路191-195号,3.033038317,1.926568497
锦凯华苑,2.795164555,1.501038197
华教大厦,2.67057674,1.606662013
绿叶公寓,3.137679031,1.937981999
同济蓬莱家园,3.287140684,2.019217155
南国大厦,3.056835651,2.001028051
天柱山路小区,2.836864291,1.847814289
永明大厦,2.487487688,1.256728333
锦绣家园,2.785344413,1.424013558
金汇园,2.815825607,1.78366709
徽宁路4-10号,2.904096094,2.032587719
车站支路99弄,2.993209514,1.853501304
丽南公寓,2.658398508,1.556369672
普育小区,2.702289148,1.813899634
瞿溪路115-131号,3.264459728,2.159851483
凌北公寓,2.909787264,1.48956223
仁宝公寓,3.223984668,2.276700162
百汇公寓,3.116822442,2.254303833
独立时代,3.078033553,2.247435158
普育东路65弄,3.070418897,2.163785688
惠国公寓,2.98907836,1.888728336
协作大厦,2.87235414,1.517246275
水景苑,0.988698402,1.306926512
长新大楼,1.029329339,1.383016648
上海滩新昌城,1.236462365,1.763411149
雅州公寓,1.231082944,1.669764712
杰仕豪庭,0.766681771,1.491027993
威海苑,0.677028508,1.538749549
紫华大楼,0.754001667,1.333070132
中泰公寓,1.095645047,1.463210807
金色家园,1.073265977,1.552589618
重新小区,0.660991614,1.324879787
平和里,0.79076605,1.460206051
福海小区,0.897584782,1.383993479
文海大楼,0.804325851,1.354296969
华盛大公馆,2.597870404,1.922511203
顺天村(南区),0.794102585,1.566731367
长江公寓,0.616918868,1.364871661
同春坊,0.596671184,1.316959667
重庆大楼,0.638131595,1.346803804
福海公寓,0.960287862,1.409037684
黄浦大楼,0.645624295,1.432641356
宏泰公寓,0.659354569,1.257311226
牯岭路167-181号,0.717713522,1.315181382
金瓯万国大厦,0.722898396,1.504703101
威海小区,0.651275623,1.443975112
家化中房苑,0.999476801,1.175785119
新闸路272-280号,1.158179858,1.540752179
江阴路95、97号,0.635510862,1.635067072
瞿四小区,3.507272328,2.000552656
融创滨江壹号院,3.766571301,2.208492637
惠祥公寓,3.722888417,2.230638815
市民新村,3.426688646,2.137009833
金中苑,3.599058723,2.255853834
弘辉名苑,3.398613372,2.020612458
中南小区,3.660780476,2.1880683
紫荆新苑,4.30167124,2.644720799
申龙大楼,3.845809251,2.181558542
望江苑,3.822140414,2.357489163
龙华小区,3.973818726,2.307348069
中南公寓,3.870476533,2.204182597
白玉兰家园,3.802907981,2.421929652
精文苑,3.685583197,2.333854226
耀江花园,3.940025019,2.550585536
中山南一路204号,3.660780476,2.1880683
益元大楼,3.48346173,2.276773729
海珀日晖,4.272232524,2.604624666
春江大楼,1.538096337,0.509133428
越纪公寓,3.591442477,2.214889644
驰骋大楼,0.206880041,1.311532513
卢湾城市花园,4.150586213,2.488899637
新华南园大厦,4.266175857,2.604966656
绿地黄浦滨江,3.896349096,2.274133744
中山南一路202号,3.660780476,2.1880683
嘉登公寓,3.738873804,2.22589651
瞿溪新村,3.351676374,2.212993584
铁道路676-684号,3.861442576,2.19839401
中山南路1768弄,3.513477331,2.191622892
中辉新苑,3.922597505,2.255014983
唐家宅小区,3.474777774,2.043521666
春江小区(卢湾),4.086448026,2.428213373
中山大楼(黄浦),3.476831936,2.302586792
中山南一路206号,3.660780476,2.1880683
雾晓大楼,3.498910224,2.265785078
制造局路729-735号,3.533234732,2.008761827
淞园大厦,4.038520256,2.654015651
铁道路776弄,3.996191687,2.329933271
鲁班公寓,4.199160427,2.545662642
南康公寓,3.750848453,2.224265222
南泰公寓,3.559157698,2.347971991
黄浦滩名苑,3.747944524,2.415831064
丽都大厦,3.653576308,2.114430366
盛世滨江壹号公馆,3.738325395,2.123062597
大众汽车公寓,2.965616847,1.423701923
丽园路514弄,2.692871656,1.152790813
新家坡园景苑,2.411136065,0.905705
汇龙新城,2.550772148,0.88372348
蒙自路395弄,3.18367488,1.556027983
丽园新村,2.967381141,1.448221781
复兴佳苑,2.8029912,1.304194739
蒙西小区,2.672548313,1.006734023
五里桥路260弄,3.122614048,1.503371411
东都公寓,2.771969902,1.104366006
丽园路574弄,2.71617414,1.143005201
瞿溪路937弄,3.415562034,1.765050009
蒙自路440弄,3.243337455,1.603725552
蒙自路345弄,2.987364773,1.357098839
局后小区,2.514267764,0.96479658
卢湾都市花园,3.339804156,1.679918705
仁德坊,2.974690744,1.357994834
银杏家园,2.918622632,1.252138378
原水小区(制造局路208弄),3.060613904,1.557008924
北蒙三小区,2.862480394,1.205110241
百汇大厦,2.392308282,0.844625556
永业公寓,2.524189732,0.898643203
瞿溪路904弄,3.452905479,1.815369859
祥安公寓,2.834752552,1.245381108
蒙自路601弄,3.540043701,1.92055112
丽丽小区,2.829174455,1.278756326
桥一小区,3.187274412,1.583967061
正达公寓,3.02430058,1.465939854
蒙自新村,3.364274219,1.727842758
华丽家族汇景天地(公寓),3.612728616,1.957891705
中汇公寓,2.492521249,0.9202815
局门路405弄,3.067991724,1.50269855
鼎达公寓,3.25231538,1.626455233
桃源兴城苑,2.98279458,1.327277958
开城新苑,2.759275979,1.102128596
城申公寓,2.694165341,1.162570405
江南新苑,3.585359507,1.937754763
制造局后街24-28号,2.401536907,0.959062864
顺风公寓,2.775395119,1.109645405
汝南街小区,3.298097941,1.761185171
东怡花苑,3.472792096,1.899158666
百溪公寓,3.439900602,1.829735955
五里桥路269弄,3.072462387,1.444476067
联海小区,3.076914287,1.482989361
华电公寓,2.94242748,1.30649997
运泰公寓,2.712915887,1.206403699
怡绿公寓,3.095823192,1.492904655
局三小区,3.377065833,1.846399158
瞿溪路830弄,3.434429353,1.815103088
大众家园,3.325500682,1.714807396
斜土路338-368号,2.966992646,1.342835828
海乾公寓,2.816384587,1.282024612
瞿溪路907弄,3.453322967,1.80734783
蒙自路430弄,3.163682444,1.521745833
瞿溪坊,3.371176879,1.726398734
江南世纪新苑,2.946994304,1.379711785
华丽家族汇景天地(商业类),3.612728616,1.957891705
达新大楼,2.927286309,1.328033361
翠湖天地嘉苑,1.509218956,0.161106887
淮海晶华苑,3.151445633,3.117203562
翠湖天地御苑,1.458750107,0.287050686
翠湖天地隽荟,1.637810727,0.409648901
建德坊,2.009746868,0.372354169
锦麟天地雅苑,1.209242613,0.49806115
永年大厦,885.8396395,881.4848073
淡水湾花园,2.287167489,0.620645001
瑞金新苑,2.429794789,0.763004678
翠湖天地雅苑,1.433314264,0.431100028
华府天地,1.397784323,0.31920721
巴士小区,2.223150887,0.561787665
济南路8号,1.06273866,0.686929157
国际广场(卢湾),1.60693479,0.757508879
振华里小区,1.709621838,0.048682014
花园公寓(卢湾),1.779648107,0.228554906
